Number,Active,Activity due,Category,Subcategory,Knowledge,Configuration item,Company,Event Severity,Impact,Parent Incident,Priority,Severity,Alert,Assignment group,Channel,Domain,Location,Complexity,asset_id,Created,Description,Monitoring Based KB Article,Additional assignee list,Event Policy,Approval,Approval history,Approval set,Assigned to,Business duration,Performance
INC06114597,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-MIMARQUETR1,GORDON FOOD SERVICE INC,CRITICAL,1 - High,INC06114473,1 - Critical,2 - Medium,Alert0509684,SO-NOC-Level 1,Alert,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-093,07/08/24 14:11,GFS-MIMARQUETR1: Interface 'Tu30 - SVDCW...,KB0013545 v10.0,,,Not Yet Requested,,(empty),Akash Sabu: CDW,,On Time
INC04890060,TRUE,UNKNOWN,Monitoring Alert,Network.Balancers,FALSE,INFRA-L-INFRA-MSP-4,HMS INFRASTRUCTURE TEAM,Critical,3 - Low,INC04890002,1 - Critical,2 - Medium,(empty),CDW Packaged Apps,ScienceLogic,TOP/Customer - No offshore access/HMS IN...,CDW-FLEX-MSP01-3500 Lyman Blvd-Chaska-MN...,1,ASSET-094,4/15/22 23:33,l-infra-msp-4.binc.net: Pool /DEV_SILODB...,KB0013148 v1.0,,CDW: NET: BIG-IP LTM: Pool Down --1HR--,Not Yet Requested,,(empty),(empty),,On Time
INC06077032,TRUE,UNKNOWN,Monitoring Alert,,FALSE,FLAGS-TR-PCCECUICA01,"FLAGSTAR BANCORP, INC.",CRITICAL,1 - High,INC05923030,1 - Critical,2 - Medium,Alert0447439,SO-NOC-Collab,Alert,"TOP/Customer/FLAGSTAR BANCORP, INC.",(empty),1,ASSET-095,06/11/24 1:53,\FLAGS-CCE-02:TR-PCCECUICA01 CUIC Data S...,KB0025404 v3.0,,,Not Yet Requested,,(empty),Eric Tanney: CDW,0 Seconds,On Time
INC06008771,TRUE,UNKNOWN,Monitoring Alert,,FALSE,FRESK-FRESK-GRAND-ISLAND,FRESENIUS KABI USA LLC,CRITICAL,1 - High,INC05917130,1 - Critical,2 - Medium,Alert0324218,SO-NOC-Network,Alert,TOP/Customer/FRESENIUS KABI USA LLC,(empty),1,ASSET-099,4/22/24 14:48,FRESK-FRESK-Grand-Island: Meraki Switch ...,KB0023930 v1.0,,,Not Yet Requested,,(empty),Pat Howey: CDW,,On Time
INC06024140,TRUE,UNKNOWN,Monitoring Alert,,FALSE,FLAGS-JK-PCCECUICB01,"FLAGSTAR BANCORP, INC.",CRITICAL,1 - High,INC05923030,1 - Critical,2 - Medium,Alert0353852,SO-NOC-Collab,Alert,"TOP/Customer/FLAGSTAR BANCORP, INC.",(empty),1,ASSET-099,05/05/24 0:17,\FLAGS-CCE-02:JK-PCCECUICB01 CUIC Data S...,KB0025404 v2.0,,,Not Yet Requested,,(empty),Eric Tanney: CDW,,On Time
INC06105741,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-GLOBALKOMATSU-ORCH-USE1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0494817,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-100,07/01/24 0:21,Grouped Alerts: KOMAT-globalkomatsu-orch...,KB0048529 v45.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC06108644,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-GLOBALKOMATSU-ORCH-USE1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0500491,SO-NOC-Level 1,Email,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-1000,07/03/24 4:04,KOMAT-globalkomatsu-orch-use1: ec-za-wit...,KB0037391 v33.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC06114519,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-ILCHIOLYMR1,GORDON FOOD SERVICE INC,CRITICAL,1 - High,INC06114473,1 - Critical,2 - Medium,Alert0509601,SO-NOC-Level 1,Alert,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-1001,07/08/24 14:09,GFS-ILCHIOLYMR1: Interface 'Tu30 - SVDCW...,KB0013545 v10.0,,,Not Yet Requested,,(empty),Akash Sabu: CDW,,On Time
INC06121560,TRUE,UNKNOWN,Monitoring Alert,,FALSE,FHI-MLBKOSW01,FHI 360,CRITICAL,1 - High,INC06113027,1 - Critical,2 - Medium,Alert0519664,SO-NOC-Network,Alert,TOP/Customer/FHI 360,(empty),1,ASSET-1001,07/12/24 8:33,FHI-MLBKOSW01: Device Failed Availabilit...,KB0032848 v4.0,,,Not Yet Requested,,(empty),Andres Moreno Gonzalez: CDW,,Overdue
INC06024647,TRUE,UNKNOWN,Monitoring Alert,,FALSE,FLAGS-TR-PCCECUICA01,"FLAGSTAR BANCORP, INC.",CRITICAL,1 - High,INC05923030,1 - Critical,2 - Medium,Alert0355223,SO-NOC-Collab,Alert,"TOP/Customer/FLAGSTAR BANCORP, INC.",(empty),1,ASSET-1002,05/05/24 18:35,\FLAGS-CCE-02:TR-PCCECUICA01 CUIC Data S...,KB0025404 v2.0,,,Not Yet Requested,,(empty),Eric Tanney: CDW,,On Time
INC06047546,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-EC-ZA-WIT-NDC-FS-XS-1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0401202,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-1002,5/22/24 0:25,KOMAT-globalkomatsu-orch-use1: ec-za-wit...,KB0037391 v33.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC06053498,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-GLOBALKOMATSU-ORCH-USE1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0412575,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-1002,5/26/24 11:02,KOMAT-globalkomatsu-orch-use1: Orchestra...,KB0048529 v45.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC06057928,TRUE,UNKNOWN,Monitoring Alert,,FALSE,FLAGS-JK-PCCECUICB01,"FLAGSTAR BANCORP, INC.",CRITICAL,1 - High,INC05923030,1 - Critical,2 - Medium,Alert0420776,SO-NOC-Collab,Alert,"TOP/Customer/FLAGSTAR BANCORP, INC.",(empty),1,ASSET-1002,5/30/24 1:17,\FLAGS-CCE-02:JK-PCCECUICB01 CUIC Data S...,KB0025404 v3.0,,,Not Yet Requested,,(empty),Eric Tanney: CDW,,On Time
INC06099775,TRUE,UNKNOWN,Monitoring Alert,,FALSE,CMIC-MIL-PROD,CHURCH MUTUAL INSURANCE CO.,CRITICAL,1 - High,(empty),1 - Critical,2 - Medium,Alert0485386,SO-NOC-IBMi,Alert,TOP/Customer/CHURCH MUTUAL INSURANCE CO.,(empty),,ASSET-1002,6/26/24 2:07,CMIC-mil-prod: iSeries message critical:...,(empty),,,Not Yet Requested,,(empty),Jayanthy Muthukumar: TEK,,Overdue
INC06123428,TRUE,UNKNOWN,Monitoring Alert,,FALSE,HILLR-SAR-ENGM1-WR02,HILL-ROM COMPANY,CRITICAL,1 - High,INC06122146,1 - Critical,2 - Medium,Alert0522675,SO-NOC-Level 1,Alert,TOP/Customer/HILL-ROM COMPANY,(empty),1,ASSET-1002,7/13/24 16:07,HILLR-SAR-ENGM1-WR02: Edge Connect: Appl...,KB0048529 v45.0,,,Not Yet Requested,,(empty),Breda Elmore: CDW,,On Time
INC06053910,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-GLOBALKOMATSU-ORCH-USE1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0413404,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-1004,5/26/24 23:06,KOMAT-globalkomatsu-orch-use1: Orchestra...,KB0048529 v45.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC06069088,TRUE,UNKNOWN,Monitoring Alert,,FALSE,CLALL-DC1-9K-CORE-01,CLIFTONLARSONALLEN LLP,CRITICAL,,INC06068996,1 - Critical,2 - Medium,Alert0436837,SO-NOC-Network,Alert,TOP/Customer/CLIFTONLARSONALLEN LLP,(empty),3,ASSET-1004,06/05/24 23:18,Grouped Alerts: CLALL-DC1-9K-CORE-01: In...,KB0013545 v10.0,,,Not Yet Requested,,(empty),sangeeta sharma: TEK,,On Time
INC06104631,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-EC-ID-BKP-XS-1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0492716,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-1004,6/29/24 9:44,KOMAT-globalkomatsu-orch-use1: Orchestra...,KB0048529 v45.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC06016439,TRUE,UNKNOWN,Monitoring Alert,,FALSE,FLAGS-JK-PCCECUICB01,"FLAGSTAR BANCORP, INC.",CRITICAL,1 - High,INC05923030,1 - Critical,2 - Medium,Alert0338253,SO-NOC-Collab,Alert,"TOP/Customer/FLAGSTAR BANCORP, INC.",(empty),1,ASSET-1005,4/28/24 23:04,\FLAGS-CCE-02:JK-PCCECUICB01 CUIC Data S...,KB0025404 v2.0,,,Not Yet Requested,,(empty),Eric Tanney: CDW,,On Time
INC06101041,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-EC-BR-REC-XS-1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0486868,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-1005,6/26/24 15:19,KOMAT-globalkomatsu-orch-use1: Orchestra...,KB0048529 v45.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC06104877,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-EC-AU-HVS-XS-1,KOMATSU MINING,CRITICAL,1 - High,INC06104878,1 - Critical,2 - Medium,Alert0493193,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-1005,6/29/24 18:11,KOMAT-globalkomatsu-orch-use1: Orchestra...,KB0048529 v45.0,,,Not Yet Requested,,(empty),(empty),,On Time
INC06016439,TRUE,UNKNOWN,Monitoring Alert,,FALSE,FLAGS-JK-PCCECUICB01,"FLAGSTAR BANCORP, INC.",CRITICAL,1 - High,INC05923030,1 - Critical,2 - Medium,Alert0338253,SO-NOC-Collab,Alert,"TOP/Customer/FLAGSTAR BANCORP, INC.",(empty),1,ASSET-1006,4/28/24 23:04,\FLAGS-CCE-02:JK-PCCECUICB01 CUIC Data S...,KB0025404 v2.0,,,Not Yet Requested,,(empty),Eric Tanney: CDW,,On Time
INC06069439,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-GLOBALKOMATSU-ORCH-USE1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0437561,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-1006,06/06/24 7:07,KOMAT-globalkomatsu-orch-use1: Orchestra...,KB0048529 v45.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC06127481,TRUE,UNKNOWN,Monitoring Alert,,FALSE,ARCHB-ADVANCEMENT,ARCHBISHOP MITTY HIGH SCHOOL,CRITICAL,1 - High,(empty),1 - Critical,2 - Medium,Alert0529040,SO-NOC-Network,Alert,TOP/Customer/ARCHBISHOP MITTY HIGH SCHOOL,(empty),3,ASSET-1006,7/16/24 12:29,ARCHB-Advancement: Interface 'Te1/0/42' ...,KB0013545 v10.0,,,Not Yet Requested,,(empty),Mohammed  Raza: TEK,,On Time
INC06127564,TRUE,UNKNOWN,Monitoring Alert,,FALSE,ACBOE-ACBOE-COBB-PREPARATORY-ACADEMY,ANNISTON CITY BOARD OF EDUCATION,CRITICAL,1 - High,(empty),1 - Critical,2 - Medium,Alert0529120,SO-NOC-Level 1,Alert,TOP/Customer/ANNISTON CITY BOARD OF EDUC...,(empty),1,ASSET-1006,7/16/24 13:13,ACBOE-ACBOE-COBB-Preparatory-Academy: Me...,KB0023837 v3.0,,,Not Yet Requested,,(empty),Akash Sabu: CDW,,On Time
INC06050705,TRUE,UNKNOWN,Monitoring Alert,,FALSE,FLAGS-TR-PCCECUICA01,"FLAGSTAR BANCORP, INC.",CRITICAL,1 - High,INC05923030,1 - Critical,2 - Medium,Alert0407580,SO-NOC-Collab,Alert,"TOP/Customer/FLAGSTAR BANCORP, INC.",(empty),1,ASSET-1007,5/24/24 1:12,\FLAGS-CCE-02:TR-PCCECUICA01 CUIC Data S...,KB0025404 v2.0,,,Not Yet Requested,,(empty),Eric Tanney: CDW,,On Time
INC06072415,TRUE,UNKNOWN,Monitoring Alert,,FALSE,ALTAR-NCS-HMC01,ALTA RESOURCES,CRITICAL,1 - High,INC06069988,1 - Critical,2 - Medium,Alert0441091,SO-NOC-IBMi,Alert,TOP/Customer/ALTA RESOURCES,(empty),1,ASSET-1007,06/07/24 17:25,ALTAR-ncs-hmc01: Device Failed Availabil...,KB0032848 v4.0,,,Not Yet Requested,,(empty),Jose Aguillon: CDW,,On Time
INC05887249,TRUE,UNKNOWN,Monitoring Alert,,FALSE,ENDOP-DR-NS-ISE01,"ENDO PHARMACEUTICALS, INC.",CRITICAL,1 - High,INC05887851,1 - Critical,1 - High,(empty),SO-NOC-Security,Alert,"TOP/Customer/ENDO PHARMACEUTICALS, INC.",(empty),3,ASSET-1008,1/26/24 20:47,Grouped Alerts: ENDOP-dr-ns-ise01: Inter...,KB0013545 v9.0,,,Not Yet Requested,,(empty),Giri Jasti: CDW,1 Day 7 Hours 15 Minutes,On Time
INC06114491,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-PAERIER1,GORDON FOOD SERVICE INC,CRITICAL,1 - High,INC06114473,1 - Critical,2 - Medium,Alert0509574,SO-NOC-Level 1,Alert,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-1008,07/08/24 14:09,GFS-PAERIER1: Interface 'Tu30 - SVDCWNR1...,KB0013545 v10.0,,,Not Yet Requested,,(empty),Akash Sabu: CDW,,On Time
INC06127061,TRUE,UNKNOWN,Monitoring Alert,,FALSE,FHI-MLBKOSW01,FHI 360,CRITICAL,1 - High,INC06113027,1 - Critical,2 - Medium,Alert0528453,SO-NOC-Network,Alert,TOP/Customer/FHI 360,(empty),1,ASSET-1008,7/16/24 8:03,FHI-MLBKOSW01: Device Failed Availabilit...,KB0032848 v4.0,,,Not Yet Requested,,(empty),Andres Moreno Gonzalez: CDW,,Overdue
INC05987915,TRUE,UNKNOWN,Monitoring Alert,,FALSE,CDWEC-MSPC-CORE01-LABNET,CDW EXPERIENCE CENTER,CRITICAL,1 - High,INC05376280,1 - Critical,2 - Medium,Alert0282032,SO-NOC-Level 1,Alert,TOP/Customer/CDW EXPERIENCE CENTER,(empty),3,ASSET-1009,04/05/24 11:57,CDWEC-mspc-core01-labnet: Interface 'Eth...,KB0013545 v9.0,,,Not Yet Requested,,(empty),(empty),,On Time
INC06108048,TRUE,UNKNOWN,Monitoring Alert,,FALSE,CDWEC-MSPC-CORE01-LABNET,CDW EXPERIENCE CENTER,CRITICAL,1 - High,INC05376280,1 - Critical,2 - Medium,Alert0499163,SO-NOC-Level 1,Alert,TOP/Customer/CDW EXPERIENCE CENTER,(empty),3,ASSET-1009,07/02/24 16:32,CDWEC-mspc-core01-labnet: Interface 'Eth...,KB0013545 v10.0,,,Not Yet Requested,,(empty),(empty),,On Time
INC06095703,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-EC-ZA-NZA-ECV-1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0478336,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-1010,6/23/24 12:19,KOMAT-globalkomatsu-orch-use1: ec-za-nza...,KB0048670 v22.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC04798336,TRUE,UNKNOWN,Monitoring Alert,,FALSE,ENDOP-ENDOP-S-BMN01,"ENDO PHARMACEUTICALS, INC.",Critical,,INC04798338,1 - Critical,2 - Medium,(empty),(empty),Phone,"TOP/Customer/ENDO PHARMACEUTICALS, INC.",(empty),1,ASSET-1011,02/05/22 0:21,AIOps Incident Description,KB0022210 v1.0,,Net-SNMP: CPU has exceeded threshold,Not Yet Requested,,(empty),(empty),0 Seconds,On Time
INC06127445,TRUE,UNKNOWN,Monitoring Alert,,FALSE,BETUN-BETUN-BAC280,BETHEL UNIVERSITY,CRITICAL,1 - High,INC06055489,1 - Critical,2 - Medium,Alert0528994,SO-NOC-Network,Alert,TOP/Customer/BETHEL UNIVERSITY,(empty),1,ASSET-1011,7/16/24 11:52,BETUN-BETUN-BAC280: Meraki Switch Port(s...,KB0023930 v1.0,,,Not Yet Requested,,(empty),Sunil Lokeshwara: TEK,,On Time
INC06106446,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-GLOBALKOMATSU-ORCH-USE1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0495769,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-1012,07/01/24 13:18,Grouped Alerts: KOMAT-globalkomatsu-orch...,KB0048529 v45.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC06111621,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-EC-PE-LMA-XS-1,KOMATSU MINING,CRITICAL,1 - High,INC06111207,1 - Critical,2 - Medium,Alert0504743,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-1012,07/05/24 11:30,Grouped Alerts: KOMAT-globalkomatsu-orch...,KB0048670 v22.0,,,Not Yet Requested,,(empty),(empty),,On Time
INC06114472,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-INELKHARTR1,GORDON FOOD SERVICE INC,CRITICAL,1 - High,INC06114473,1 - Critical,2 - Medium,Alert0509551,SO-NOC-Level 1,Alert,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-1012,07/08/24 14:06,GFS-INELKHARTR1: Interface 'Tu30 - SVDCW...,KB0013545 v10.0,,,Not Yet Requested,,(empty),Akash Sabu: CDW,,On Time
INC06093064,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-EC-ZA-WIT-ZBO-CPT-XS-1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0473841,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-1013,6/21/24 5:33,KOMAT-globalkomatsu-orch-use1: Orchestra...,KB0048529 v45.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC04874312,TRUE,UNKNOWN,Monitoring Alert,Network.Router,FALSE,GFS-ONLONDOFSR1,GORDON FOOD SERVICE INC,Critical,3 - Low,INC04874309,1 - Critical,2 - Medium,(empty),SO-NOC-Network,ScienceLogic,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-1014,04/02/22 7:36,ONLONDOFSR1.can.gfs.com: Interface 'Tu11...,KB0013545 v4.0,,Poller: Interface operationally down,Not Yet Requested,,(empty),Srinivas   Kumar: TEK,,On Time
INC04874360,TRUE,UNKNOWN,Monitoring Alert,Network.Router,FALSE,GFS-QCQUEBEDCR1,GORDON FOOD SERVICE INC,Critical,3 - Low,INC04874359,1 - Critical,2 - Medium,(empty),SO-NOC-Network,ScienceLogic,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-1014,04/02/22 8:01,QCQUEBEDCR1: Interface 'Tu110 - BCDELTAD...,KB0013545 v4.0,,Poller: Interface operationally down,Not Yet Requested,,(empty),Srinivas   Kumar: TEK,,On Time
INC06090500,TRUE,UNKNOWN,Monitoring Alert,,FALSE,CLALL-DC1-APIC03,CLIFTONLARSONALLEN LLP,CRITICAL,2 - Medium,INC06068996,1 - Critical,2 - Medium,Alert0469235,SO-NOC-Network,Alert,TOP/Customer/CLIFTONLARSONALLEN LLP,(empty),1,ASSET-1014,6/19/24 21:33,CLALL-dc1-apic03: Cisco ACI Generic Crit...,KB0024044 v11.0,,,Not Yet Requested,,(empty),sangeeta sharma: TEK,0 Seconds,On Time
INC06114480,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-KYBOWGREER1,GORDON FOOD SERVICE INC,CRITICAL,1 - High,INC06114473,1 - Critical,2 - Medium,Alert0509557,SO-NOC-Level 1,Alert,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-1014,07/08/24 14:09,GFS-KYBOWGREER1: Interface 'Tu30 - SVDCW...,KB0013545 v10.0,,,Not Yet Requested,,(empty),Akash Sabu: CDW,,On Time
INC06114527,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-MIMUSKEGOR1,GORDON FOOD SERVICE INC,CRITICAL,1 - High,INC06114473,1 - Critical,2 - Medium,Alert0509608,SO-NOC-Level 1,Alert,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-1014,07/08/24 14:09,GFS-MIMUSKEGOR1: Interface 'Tu30 - SVDCW...,KB0013545 v10.0,,,Not Yet Requested,,(empty),Akash Sabu: CDW,,On Time
INC06127054,TRUE,UNKNOWN,Monitoring Alert,,FALSE,FHI-FHI-MLBKO-BAMAKO,FHI 360,CRITICAL,1 - High,INC06113027,1 - Critical,2 - Medium,Alert0528449,SO-NOC-Network,Alert,TOP/Customer/FHI 360,(empty),1,ASSET-1014,7/16/24 7:55,FHI-FHI-MLBKO-Bamako: Meraki Access Poin...,KB0023837 v3.0,,,Not Yet Requested,,(empty),Andres Moreno Gonzalez: CDW,,Overdue
INC06108639,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-EC-ZA-NZA-ECV-1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0500477,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-1015,07/03/24 3:36,KOMAT-globalkomatsu-orch-use1: ec-za-nza...,KB0048670 v22.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC05112032,TRUE,UNKNOWN,,,FALSE,CDW-PLACEHOLDER,CDW,,,INC05112010,1 - Critical,1 - High,(empty),SO-NOC-Collab,ServiceNow,TOP/CDW,(empty),1,ASSET-1016,7/30/22 16:35,This indicates that the integration betw...,KB0033689 v1.0,,,Not Yet Requested,,(empty),Andres Moreno Gonzalez: CDW,,On Time
INC06068998,TRUE,UNKNOWN,Monitoring Alert,,FALSE,CLALL-DC1-LEAF04,CLIFTONLARSONALLEN LLP,CRITICAL,3 - Low,INC06068996,1 - Critical,2 - Medium,Alert0436636,SO-NOC-Network,Alert,TOP/Customer/CLIFTONLARSONALLEN LLP,(empty),1,ASSET-1016,06/05/24 21:59,CLALL-dc1-leaf04: Cisco ACI Generic Crit...,KB0024044 v11.0,,,Not Yet Requested,,(empty),sangeeta sharma: TEK,,On Time
INC04874303,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-BCDELTADCR1,GORDON FOOD SERVICE INC,Critical,,INC04874328,1 - Critical,2 - Medium,(empty),SO-NOC-Network,,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-1017,04/02/22 7:35,Interface 'Tu120 - CHIDCR1 Canada DMVPN ...,KB0013545 v1.0,,Poller: Interface operationally down --1...,Not Yet Requested,,(empty),Srinivas   Kumar: TEK,,On Time
INC05971370,TRUE,UNKNOWN,Monitoring Alert,,FALSE,ACLU-ACLU-NY-NTNX,AMERICAN CIVIL LIBERTIES UNION,CRITICAL,1 - High,INC05846620,1 - Critical,2 - Medium,Alert0250911,SO-NOC-Virt,Alert,TOP/Customer/AMERICAN CIVIL LIBERTIES UNION,(empty),1,ASSET-1017,3/23/24 16:20,ACLU-ACLU-NY-NTNX: Nutanix Cluster Alert...,KB0020298 v5.0,,,Not Yet Requested,,(empty),Jagadeesh Vurivi: TEK,,On Time
INC06122868,TRUE,UNKNOWN,Monitoring Alert,,FALSE,HILLR-SAR-ENGM1-WR02,HILL-ROM COMPANY,CRITICAL,1 - High,INC06122146,1 - Critical,2 - Medium,Alert0521743,SO-NOC-Level 1,Alert,TOP/Customer/HILL-ROM COMPANY,(empty),1,ASSET-1017,7/13/24 0:08,HILLR-SAR-ENGM1-WR02: Edge Connect: Appl...,KB0048529 v45.0,,,Not Yet Requested,,(empty),Breda Elmore: CDW,,On Time
INC04874355,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-QCANJOUMMR1,GORDON FOOD SERVICE INC,Critical,,INC04874353,1 - Critical,2 - Medium,(empty),SO-NOC-Network,,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-1018,04/02/22 8:01,Interface 'Tu110 - BCDELTADCR1 Canada DM...,KB0013545 v1.0,,Poller: Interface operationally down --1...,Not Yet Requested,,(empty),Srinivas   Kumar: TEK,,On Time
INC06114274,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-EC-ZA-NZA-ECV-1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0509313,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-1018,07/08/24 12:24,KOMAT-globalkomatsu-orch-use1: ec-za-nza...,KB0048670 v22.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC06118115,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-TXHOUNOAKR1,GORDON FOOD SERVICE INC,CRITICAL,,INC06114473,1 - Critical,2 - Medium,Alert0514462,SO-NOC-Level 1,Alert,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-1019,07/10/24 17:16,Grouped Alerts: GFS-TXHOUNOAKR1: Interfa...,KB0013545 v10.0,,,Not Yet Requested,,(empty),Akash Sabu: CDW,,On Time
INC06115316,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-EC-ZA-NZA-ECV-1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0510815,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-102,07/09/24 2:39,KOMAT-globalkomatsu-orch-use1: ec-za-nza...,KB0048670 v22.0,,,Not Yet Requested,,(empty),(empty),,Overdue
INC06124992,TRUE,UNKNOWN,Monitoring Alert,,FALSE,GFS-TXLEACITYR1,GORDON FOOD SERVICE INC,CRITICAL,1 - High,INC06121691,1 - Critical,2 - Medium,Alert0525163,SO-NOC-Level 1,Alert,TOP/Customer/GORDON FOOD SERVICE INC,(empty),3,ASSET-102,7/15/24 7:07,GFS-TXLEACITYR1: Interface 'Gi0/0/2' is ...,KB0013545 v10.0,,,Not Yet Requested,,(empty),Akash Sabu: CDW,,On Time
INC06115064,TRUE,UNKNOWN,Monitoring Alert,,FALSE,KOMAT-GLOBALKOMATSU-ORCH-USE1,KOMATSU MINING,CRITICAL,1 - High,INC06047135,1 - Critical,2 - Medium,Alert0510464,SO-NOC-Level 1,Alert,TOP/Customer/KOMATSU MINING,(empty),1,ASSET-1021,07/08/24 23:05,KOMAT-globalkomatsu-orch-use1: Orchestra...,KB0048529 v45.0,,,Not Yet Requested,,(empty),(empty),,Overdue
