asset_id,hard_asset,hard_company,hard_name,hard_location,hard_sys_class_name,hard_manufacturer,model_class,manufacturer,model_id,life_model,hard_serial_number,life_lifecycle_phase,life_active,hard_attestation_status,hard_u_ci_long_name,hard_category,life_sys_class_name,hard_sys_created_by,hard_first_discovered,hard_hardware_status,hard_install_status,hard_maintenance_schedule,hard_model_id,hard_model_number,hard_u_os,life_risk,hard_x_sclo_scilogic_id,hard_x_sclo_scilogic_monitored,hard_x_sclo_scilogic_region,hard_u_sl1_tier,hard_x_sclo_scilogic_url,hard_u_sciencelogic_status,hard_u_serial_name,hard_u_service_level,life_source,hard_operational_status,hard_subcategory,hard_sys_id,hard_u_voice_contact
ASSET-035,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0245-SW2,TJOES-0245-45 W. Hillsdale Blvd.-San Mateo-California-94403-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG09JQN1N9,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0245-SW2 :: STORE-0245-Aruba Switch 2,Hardware,Hardware Model Lifecycle,silo,4/14/21 10:53,Installed,Installed,MAINT-TUE&WED&THU&FRI-02:00-07:00,HPE 2930M Series 2930M 48G,,WC.16.11.0015,Low,240710,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=240710,Active,SG09JQN1N9,Gold,ServiceNow,Production,Network,1050d6091be324d484101173b24bcb8e,P1 - Always
ASSET-036,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0451-SW2,TJOES-0451-350 E. Basse Road-San Antonio-Texas-78209-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG08JQN2K6,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0451-SW2 :: STORE-0451-Aruba Switch 2,Hardware,Hardware Model Lifecycle,silo,2/17/21 14:48,Installed,Installed,MAINT-TUE&WED&THU&FRI-00:00-05:00,HPE 2930M Series 2930M 48G,,WC.16.10.0002,Low,226208,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=226208,Active,SG08JQN2K6,Gold,ServiceNow,Production,Network,109b76471b52a8105bef77761a4bcb83,P1 - Always
ASSET-037,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0158-SW2,"TJOES-0158-9991 Mickelberry Rd., Ste 101-Silverdale-Washington-98383-USA",IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG09JQN1MT,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0158-SW2 :: STORE-0158-Aruba Switch 2,Hardware,Hardware Model Lifecycle,silo,3/26/21 9:18,Installed,Installed,MAINT-TUE&WED&THU&FRI-02:00-07:00,HPE 2930M Series 2930M 48G,,WC.16.11.0015,Low,236288,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=236288,Active,SG09JQN1MT,Gold,ServiceNow,Production,Network,111d48c7db8ba018467a9506f39619f1,P1 - Always
ASSET-038,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0540-SW1-2,TJOES-0540-142 E. 14th St.-New York-New York-10003-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG29JQN3GG,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0540-SW1-2 :: STR-0540-Aruba Switch 1-2,Hardware,Hardware Model Lifecycle,silo,4/8/24 14:57,Installed,Installed,MAINT-TUE&WED&THU&FRI-00:00-04:00,HPE 2930M Series 2930M 48G,,WC.16.11.0015,Low,676803,TRUE,CDW-Stack4,,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=676803,Active,SG29JQN3GG,Gold,ServiceNow,Production,Network,1199a00447ad4690dcfc4bb4116d4304,P1 - Always
ASSET-039,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0540-SW2-2,TJOES-0540-142 E. 14th St.-New York-New York-10003-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG29JQN3FQ,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0540-SW2-2 :: STR-0540-Aruba Switch 2-2,Hardware,Hardware Model Lifecycle,silo,4/8/24 14:57,Installed,Installed,MAINT-TUE&WED&THU&FRI-00:00-04:00,HPE 2930M Series 2930M 48G,,WC.16.11.0015,Low,676804,TRUE,CDW-Stack4,,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=676804,Active,SG29JQN3FQ,Gold,ServiceNow,Production,Network,1199a00447ad4690dcfc4bb4116d437b,P1 - Always
ASSET-040,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0745-SW1,"TJOES-0745-1800 East Franklin St., Unit 29-Chapel Hill-North Carolina-27514-USA",IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG27JQN4PW,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0745-SW1 :: STORE-0745-Aruba Switch 1,Hardware,Hardware Model Lifecycle,silo,11/7/22 12:09,Installed,Installed,MAINT-TUE&WED&THU&FRI-00:00-04:00,HPE 2930M Series 2930M 48G,,WC.16.11.0015,Low,456332,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=456332,Active,SG27JQN4PW,Gold,ServiceNow,Production,Network,11a62cd987879d1479c064ed0ebb351d,P1 - Always
ASSET-041,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0500-SW2,TJOES-0500-500 Boylston St-Boston-MA-02116-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0500-SW2 :: STORE-0500-Aruba Switch 2,Hardware,Hardware Model Lifecycle,silo,5/15/24 13:21,Installed,Installed,MAINT-TUE&WED&THU&FRI-00:00-04:00,HPE 2930M Series 2930M 48G,,,Low,690270,TRUE,CDW-Stack4,,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=690270,Active,,Gold,ServiceNow,Production,Network,11e0fe37c3c682108fc0293bb001318b,P1 - Always
ASSET-042,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0243-SW2,TJOES-0243-125 N. Reino Road-Newbury Park-California-91320-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG08JQN2KJ,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0243-SW2 :: STORE-0243-Aruba Switch 2,Hardware,Hardware Model Lifecycle,silo,2/11/21 8:08,Installed,Installed,MAINT-TUE&WED&THU&FRI-02:00-07:00,HPE 2930M Series 2930M 48G,,WC.16.10.0002,Low,224662,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=224662,Active,SG08JQN2KJ,Gold,ServiceNow,Production,Network,148fa6851b5aa4dc5bef77761a4bcbeb,P1 - Always
ASSET-043,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0036-SW2,TJOES-0036-9290 Culver Blvd.-Culver City-California-90232-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG0AJQN14X,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0036-SW2 :: STORE-0036-Aruba Switch 2,Hardware,Hardware Model Lifecycle,silo,7/8/21 16:09,Installed,Installed,MAINT-TUE&WED&THU&FRI-02:00-07:00,HPE 2930M Series 2930M 48G,,WC.16.11.0015,Low,259009,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=259009,Active,SG0AJQN14X,Gold,ServiceNow,Production,Network,15215d601b51b894354aa7d8b04bcb24,P1 - Always
ASSET-044,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0139-SW2-OLD,TJOES-0139-811 S.E. Everett Mall Way-Everett-Washington-98208-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG27JQN4NW,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0139-SW2-OLD :: STORE-0139-Aruba Switch 2,Hardware,Hardware Model Lifecycle,silo,4/12/23 15:26,Installed,Installed,MAINT-TUE&WED&THU&FRI-02:00-07:00,HPE 2930M Series 2930M 48G,,WC.16.11.0001,Low,,FALSE,,,,,SG27JQN4NW,Gold,ServiceNow,Gone,Network,159bdce3970aa158570bbb0e6253afe3,P1 - Always
ASSET-045,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0645-SW2,TJOES-0645-6831 Wisconsin Ave-Bethesda-Maryland-20815-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG27JQN4S3,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0645-SW2 :: STORE-0645-Aruba Switch 2,Hardware,Hardware Model Lifecycle,silo,5/14/21 8:28,Installed,Installed,MAINT-TUE&WED&THU&FRI-00:00-04:00,HPE 2930M Series 2930M 48G,,WC.16.11.0015,Low,248342,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=248342,Active,SG27JQN4S3,Gold,ServiceNow,Production,Network,15c3503edb88bc94467a9506f396192e,P1 - Always
ASSET-046,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0139-SW2,TJOES-0139-1402 SE Everett Mall Way-Everett-WA-98208-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0139-SW2 :: STORE-0139-Aruba Switch 2,Hardware,Hardware Model Lifecycle,silo,2/23/24 12:47,Installed,Installed,MAINT-TUE&WED&THU&FRI-02:00-07:00,HPE 2930M Series 2930M 48G,,,Low,661663,TRUE,CDW-Stack4,,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=661663,Active,,Gold,ServiceNow,Production,Network,17ff60a1976c02d8670ad004a253afba,P1 - Always
ASSET-047,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0623-SW1-2,TJOES-0623-7900 Wisconsin Ave-Bethesda-MD-20814-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG12JQN1R1,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0623-SW1-2 :: STORE-0623-Aruba Switch 1-2,Hardware,Hardware Model Lifecycle,silo,6/6/22 15:50,Installed,Installed,MAINT-TUE&WED&THU&FRI-00:00-04:00,HPE 2930M Series 2930M 48G,,WC.16.11.0015,Low,389138,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=389138,Active,SG12JQN1R1,Gold,ServiceNow,Production,Network,182ebbe3977f8ddc0a91f8e3a253af1f,P1 - Always
ASSET-048,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0661-SW2,TJOES-0661-2025 Bond Street-Charlottesville-Virginia-22901-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG27JQN550,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0661-SW2 :: STORE-0661-Aruba Switch 2,Hardware,Hardware Model Lifecycle,silo,2/17/23 13:41,Installed,Installed,,HPE 2930M Series 2930M 48G,,WC.16.11.0015,Low,505093,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=505093,Active,SG27JQN550,Gold,ServiceNow,Production,Network,188552ca874dad1879c064ed0ebb3592,P1 - Business Hours
ASSET-049,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0046-SW2,TJOES-0046-2114 N. Tustin St.-Orange-California-92865-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG0AJQN15P,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0046-SW2 :: STORE-0046-Aruba Switch 2,Hardware,Hardware Model Lifecycle,silo,7/8/21 16:10,Installed,Installed,MAINT-TUE&WED&THU&FRI-02:00-07:00,HPE 2930M Series 2930M 48G,,WC.16.10.0009,Low,259010,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=259010,Active,SG0AJQN15P,Gold,ServiceNow,Production,Network,19215d601b51b894354aa7d8b04bcb55,P1 - Always
ASSET-050,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0185-SW1,TJOES-0185-39507 10th Street West-Palmdale-California-93551-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG81JQNQXC,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0185-SW1 :: STORE-0185-Aruba Switch 1,Hardware,Hardware Model Lifecycle,silo,2/26/21 10:59,Installed,Installed,MAINT-TUE&WED&THU&FRI-02:00-07:00,HPE 2930M Series 2930M 48G,,WC.16.10.0009,Low,228960,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=228960,Active,SG81JQNQXC,Gold,ServiceNow,Production,Network,193dc4e797d1d9108abebfdfe153afae,P1 - Always
ASSET-051,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0787-SW1,TJOES-0787-2111 Gunbarrel Rd-Chattanooga-TN-37421-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG00JQN2CG,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0787-SW1 :: STORE-0787-Aruba Switch 1,Hardware,Hardware Model Lifecycle,silo,9/3/21 9:42,Installed,Installed,MAINT-TUE&WED&THU&FRI-00:00-04:00,HPE 2930M Series 2930M 48G,,WC.16.11.0015,Low,274875,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=274875,Active,SG00JQN2CG,Gold,ServiceNow,Production,Network,19e355fa1bd630d026911f87b04bcb80,P1 - Always
ASSET-052,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0720-SW1,"TJOES-0720-8600 Ward Parkway, Suite 1020-Kansas City-Missouri-64114-USA",IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG27JQN4TQ,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0720-SW1 :: STORE-0720-Aruba Switch 1,Hardware,Hardware Model Lifecycle,silo,12/22/22 15:34,Installed,Installed,MAINT-TUE&WED&THU&FRI-02:00-07:00,HPE 2930M Series 2930M 48G,,WC.16.11.0015,Low,479058,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=479058,Active,SG27JQN4TQ,Gold,ServiceNow,Production,Network,1ab105ff97b7d5540a91f8e3a253afac,P1 - Always
ASSET-053,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0199-SW2,"TJOES-0199-801 East Ave., Suite #110-Chico-California-95926-USA",IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG00JQN21G,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0199-SW2 :: STORE-0199-Aruba Switch 2,Hardware,Hardware Model Lifecycle,silo,4/14/21 10:53,Installed,Installed,MAINT-TUE&WED&THU&FRI-02:00-07:00,HPE 2930M Series 2930M 48G,,WC.16.11.0015,Low,240708,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=240708,Active,SG00JQN21G,Gold,ServiceNow,Production,Network,1b4096091be324d484101173b24bcb27,P1 - Always
ASSET-054,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0107-SW2,TJOES-0107-169 North McDowell Blvd.-Petaluma-California-94954-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG00JQN207,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0107-SW2 :: STORE-0107-Aruba Switch 2,Hardware,Hardware Model Lifecycle,silo,4/30/21 12:46,Installed,Installed,MAINT-TUE&WED&THU&FRI-02:00-07:00,HPE 2930M Series 2930M 48G,,WC.16.11.0015,Low,244658,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=244658,Active,SG00JQN207,Gold,ServiceNow,Production,Network,1b84c1921b372c5026911f87b04bcbdc,P1 - Always
ASSET-055,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0111-SW2,TJOES-0111-4225 Campus Dr.-Irvine-California-92612-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG0AJQN15Q,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0111-SW2 :: STORE-0111-Aruba Switch 2,Hardware,Hardware Model Lifecycle,silo,7/8/21 16:10,Installed,Installed,MAINT-TUE&WED&THU&FRI-02:00-07:00,HPE 2930M Series 2930M 48G,,WC.16.11.0015,Low,259012,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=259012,Active,SG0AJQN15Q,Gold,ServiceNow,Production,Network,1d215d601b51b894354aa7d8b04bcbe9,P1 - Always
ASSET-056,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0218-SW2,"TJOES-0218-103 S. Mills Road, Suite 104-Ventura-California-93003-USA",IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG00JQN20S,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0218-SW2 :: STORE-0218-Aruba Switch 2,Hardware,Hardware Model Lifecycle,silo,4/21/21 15:55,Installed,Installed,MAINT-TUE&WED&THU&FRI-02:00-07:00,HPE 2930M Series 2930M 48G,,WC.16.10.0009,Low,242558,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=242558,Active,SG00JQN20S,Gold,ServiceNow,Production,Network,1de5eb531be324d8354aa7d8b04bcba9,P1 - Always
ASSET-057,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0530-SW1,TJOES-0530-5 Essington Drive-Hingham-Massachusetts-02043-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG0AJQN14N,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0530-SW1 :: STORE-0530-Aruba Switch 1,Hardware,Hardware Model Lifecycle,silo,3/31/22 10:12,Installed,Installed,MAINT-TUE&WED&THU&FRI-00:00-04:00,HPE 2930M Series 2930M 48G,,WC.16.10.0009,Low,364192,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=364192,Active,SG0AJQN14N,Gold,ServiceNow,Production,Network,1e08790647aa891096feee82e36d43cf,P1 - Always
ASSET-058,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0600-SW1-2,TJOES-0600-1140 Howard St-SOUTH BEND-IN-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG0AJQN110,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0600-SW1-2 :: STORE-0600-Aruba Switch 1-2,Hardware,Hardware Model Lifecycle,silo,6/7/22 10:06,Installed,Installed,MAINT-TUE&WED&THU&FRI-00:00-04:00,HPE 2930M Series 2930M 48G,,WC.16.11.0015,Low,389577,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=389577,Active,SG0AJQN110,Gold,ServiceNow,Production,Network,1e53c8c8878451501fcfec683cbb35a3,P1 - Always
ASSET-059,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0271-SW2,TJOES-0271-14019 NE 10th Ave.-Vancouver-Washington-98685-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG29JQN482,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0271-SW2 :: STORE-0271-Aruba Switch 2,Hardware,Hardware Model Lifecycle,silo,4/30/24 15:39,Installed,Installed,MAINT-TUE&WED&THU&FRI-02:00-07:00,HPE 2930M Series 2930M 48G,,WC.16.11.0015,Low,684302,TRUE,CDW-Stack4,,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=684302,Active,SG29JQN482,Gold,ServiceNow,Production,Network,1f8cf9c39371ce940d473c797bba1031,P1 - Always
ASSET-060,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0125-SW2,TJOES-0125-8086 East Coast Highway-Newport Beach-California-92657-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG27JQN548,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0125-SW2 :: STORE-0125-Aruba Switch 2,Hardware,Hardware Model Lifecycle,silo,4/20/23 13:48,Installed,Installed,MAINT-TUE&WED&THU&FRI-02:00-07:00,HPE 2930M Series 2930M 48G,,WC.16.11.0015,Low,533420,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=533420,Active,SG27JQN548,Gold,ServiceNow,Production,Network,1fdac9ca8352a95c40749e40ceaad315,P1 - Always
ASSET-061,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0785-SW1,TJOES-0785-1100 Mid City Dr NW-Huntsville-AL-35806-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG0AJQN11K,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0785-SW1 :: STORE-0785-Aruba Switch 1,Hardware,Hardware Model Lifecycle,silo,9/8/21 12:59,Installed,Installed,MAINT-TUE&WED&THU&FRI-00:00-05:00,HPE 2930M Series 2930M 48G,,WC.16.11.0015,Low,276436,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=276436,Active,SG0AJQN11K,Gold,ServiceNow,Production,Network,203b3b941b623c54c245a688b04bcb36,P1 - Always
ASSET-062,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0101-SW2,"TJOES-0101-1350 Gateway Blvd., Suite A1-A7-Fairfield-California-94533-USA",IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG0AJQN13B,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0101-SW2 :: STORE-0101-Aruba Switch 2,Hardware,Hardware Model Lifecycle,silo,6/23/21 9:30,Installed,Installed,MAINT-TUE&WED&THU&FRI-02:00-07:00,HPE 2930M Series 2930M 48G,,WC.16.10.0009,Low,256671,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=256671,Active,SG0AJQN13B,Gold,ServiceNow,Production,Network,20affbb71b3cf49cc245a688b04bcb7b,P1 - Always
ASSET-063,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0177-SW2,TJOES-0177-4025 E Chandler Blvd Ste 38-Phoenix-Arizona-85044-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG28JQN2HB,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0177-SW2 :: STORE-0177-Aruba Switch 2,Hardware,Hardware Model Lifecycle,silo,4/27/23 11:33,Installed,Installed,MAINT-TUE&WED&THU&FRI-02:00-06:00,HPE 2930M Series 2930M 48G,,WC.16.11.0001,Low,535934,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=535934,Active,SG28JQN2HB,Gold,ServiceNow,Production,Network,2216b8dc4766e59496feee82e36d433f,P1 - Always
ASSET-064,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0753-SW2,TJOES-0753-4516 Forest Dr.-Columbia-South Carolina-29206-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG08JQN2KN,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0753-SW2 :: STORE-0753-Aruba Switch 2,Hardware,Hardware Model Lifecycle,silo,2/17/21 14:49,Installed,Installed,MAINT-TUE&WED&THU&FRI-00:00-04:00,HPE 2930M Series 2930M 48G,,WC.16.11.0015,Low,226212,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=226212,Active,SG08JQN2KN,Gold,ServiceNow,Production,Network,249bb6471b52a8105bef77761a4bcb47,P1 - Always
ASSET-065,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0171-SW2,TJOES-0171-467 Rosemead Blvd.-Pasadena-California-91107-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG00JQN203,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0171-SW2 :: STORE-0171-Aruba Switch 2,Hardware,Hardware Model Lifecycle,silo,4/21/21 15:55,Installed,Installed,MAINT-TUE&WED&THU&FRI-02:00-07:00,HPE 2930M Series 2930M 48G,,WC.16.11.0015,Low,242557,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=242557,Active,SG00JQN203,Gold,ServiceNow,Production,Network,24e5ab531be324d8354aa7d8b04bcbc6,P1 - Always
ASSET-066,HPE 2930M Series 2930M 48G,TRADER JOE'S,TJOES-STR-0127-SW2,TJOES-0127-2310 Homestead Rd.-Los Altos-California-94024-USA,IP Switch,Aruba,IP Switch,Aruba,HPE 2930M Series 2930M 48G,HPE 2930M Series 2930M 48G,SG13JQN3LB,General Availability,TRUE,Not Yet Reviewed,TJOES-STR-0127-SW2 :: STORE-0127-Aruba Switch 2,Hardware,Hardware Model Lifecycle,silo,8/26/21 16:00,Installed,Installed,MAINT-TUE&WED&THU&FRI-02:00-07:00,HPE 2930M Series 2930M 48G,,WC.16.10.0009,Low,272181,TRUE,CDW-Stack4,Tier 3,https://dashboard4.services.cdw.com/em7/index.em7?exec=device_summary&did=272181,Active,SG13JQN3LB,Gold,ServiceNow,Production,Network,251769901bd67450f778635b234bcb9e,P1 - Always
